subject,session,stim,answer,conf,correct,contrast,rt,points
22,1,2,2,0.995,1,2,1.6255635,15
22,2,1,1,0.797,1,3,2.50226201,1
22,2,2,2,0.902,1,2,2.273099914,2
22,2,1,2,0.602,0,2,1.463465193,1
22,2,1,1,0.692,1,3,1.957814907,2
22,2,1,2,0.555,0,3,1.441385064,3
22,2,2,2,0.778,1,3,1.385941722,4
22,2,2,2,0.527,1,1,3.004194124,5
22,2,2,2,0.545,1,3,0.819159628,6
22,2,1,2,0.57,0,2,2.723967335,5
22,2,1,1,0.55,1,2,1.903992148,4
22,2,1,1,0.57,1,3,0.989416718,5
22,2,1,1,0.571,1,1,2.032246196,6
22,2,2,2,0.608,1,3,1.208057317,7
22,2,1,2,0.602,0,1,1.98613625,6
22,2,1,2,0.501,0,3,1.964180947,7
22,2,1,1,0.578,1,3,1.183733462,8
22,2,1,2,0.549,0,3,2.000956914,7
22,2,2,2,0.609,1,1,1.570850292,8
22,2,1,1,0.593,1,3,1.334825349,9
22,2,1,1,0.539,1,2,1.626175663,10
22,2,1,2,0.537,0,1,1.346807323,9
22,2,1,1,0.553,1,2,1.127280345,10
22,2,2,2,0.683,1,2,1.268859028,11
22,2,2,2,0.671,1,3,1.156898322,12
22,2,2,2,0.667,1,1,1.352527675,13
22,2,2,2,0.573,1,2,1.212490583,14
22,2,1,2,0.809,0,2,1.44716903,13
22,2,1,1,0.531,1,1,1.789555552,14
22,2,1,1,0.567,1,3,1.111505717,13
22,2,2,2,0.631,1,3,1.094115963,12
22,2,1,1,0.524,1,3,0.796607144,13
22,2,2,2,0.553,1,2,0.840756922,14
22,2,2,2,0.565,1,2,1.071896555,15
22,2,1,2,0.523,0,1,1.792065737,14
22,2,1,1,0.732,1,3,1.377989359,15
22,2,2,2,0.743,1,1,1.348353566,16
22,2,1,2,0.623,0,1,0.984570085,15
22,2,1,2,0.632,0,2,1.017607777,14
22,2,1,1,0.632,1,2,0.876776096,15
22,2,1,2,0.514,0,1,1.205337886,14
22,3,1,1,0.637,1,1,1.538314907,1
22,3,1,1,0.646,1,1,1.180746704,2
22,3,1,1,0.595,1,3,1.328795794,3
22,3,1,1,0.613,1,2,1.110215123,4
22,3,1,1,0.868,1,3,0.909405754,5
22,3,2,2,0.834,1,3,1.067460758,6
22,3,2,1,0.592,0,2,2.004976056,5
22,3,1,1,0.706,1,2,1.13410508,6
22,3,2,2,0.782,1,3,2.556786008,7
22,3,2,2,0.823,1,2,0.959290749,8
22,3,2,1,0.604,0,1,1.356245024,7
22,3,1,2,0.709,0,2,1.144893874,6
22,3,2,2,0.57,1,1,0.83851527,7
22,3,1,1,0.551,1,3,0.951088106,8
22,3,2,1,0.572,0,1,0.909622029,9
22,3,1,1,0.543,1,1,0.771309459,10
22,3,1,1,0.549,1,1,0.943907518,11
22,3,2,2,0.901,1,3,0.941938656,12
22,3,2,2,0.691,1,2,1.249313018,13
22,3,1,1,0.727,1,1,0.955043229,14
22,3,2,2,0.79,1,2,1.071387909,15
22,3,2,2,0.706,1,2,0.976548502,16
22,3,1,1,0.662,1,3,0.851380791,17
22,3,1,1,0.653,1,3,1.158316332,18
22,3,1,1,0.601,1,3,0.69811037,19
22,3,1,1,0.686,1,1,1.248969636,20
22,3,1,2,0.527,0,1,2.250370362,19
22,3,1,2,0.525,0,2,1.899274233,18
22,3,2,2,0.931,1,3,1.008772732,19
22,3,1,1,0.643,1,2,0.724054564,20
22,3,1,1,0.524,1,3,1.689971049,21
22,3,2,2,0.717,1,2,1.089139748,22
22,3,1,1,0.653,1,1,0.695736254,23
22,3,2,2,0.675,1,1,0.991911795,24
22,3,2,2,0.547,1,1,0.85116377,25
22,3,1,2,0.553,0,2,0.940070844,24
22,3,2,2,0.796,1,3,0.881375959,25
22,3,2,1,0.578,0,1,1.026259601,24
22,3,2,2,0.675,1,2,1.194400519,25
22,3,1,2,0.551,0,2,1.142363028,26
3,1,1,1,1,1,1,3.33202083,1
3,1,1,1,1,1,3,3.107577208,2
3,1,1,1,0.999,1,2,1.887018035,3
3,1,1,1,0.999,1,2,1.580499348,4
3,1,1,1,1,1,1,2.976092427,5
3,1,1,1,1,1,1,1.815507225,6
3,1,1,2,0.501,0,2,1.353000648,5
3,1,2,2,0.507,1,1,3.341584395,6
3,1,1,1,1,1,1,2.239650086,7
3,1,2,2,0.999,1,3,2.102003116,8
3,1,1,1,1,1,3,1.938870659,9
3,1,1,1,1,1,2,1.87906109,10
3,1,2,2,1,1,3,1.5013111,11
3,1,1,1,1,1,2,1.483692447,12
3,1,1,1,1,1,3,1.890933987,13
3,2,2,2,0.997,1,3,1.421713825,1
3,2,2,1,0.699,0,2,1.316829801,0
3,2,1,1,1,1,3,1.050584687,1
3,2,2,2,1,1,1,0.930883251,2
3,2,1,1,1,1,2,0.840560135,3
3,2,1,2,0.709,0,1,1.426993786,2
3,2,2,2,1,1,3,0.907904184,3
3,2,2,2,0.741,1,1,1.552324564,4
3,2,1,1,0.649,1,1,1.557245084,5
3,2,2,2,0.793,1,1,1.353168912,6
3,2,2,2,1,1,3,0.892098638,7
3,2,1,2,0.501,0,3,3.338197048,6
3,2,1,1,0.689,1,2,1.349154895,7
3,2,1,1,0.691,1,3,1.176542685,8
3,2,1,1,0.583,1,1,2.626719615,9
3,2,2,2,0.639,1,2,1.60428027,10
3,2,1,2,0.6,0,1,1.749736818,9
3,2,1,1,0.696,1,1,1.30560588,10
3,2,1,2,0.638,0,2,1.182393844,9
3,2,1,1,0.626,1,2,1.257302462,10
3,2,2,2,1,1,3,0.977469017,11
3,2,2,2,0.616,1,1,1.051987645,12
3,2,1,1,0.726,1,1,0.988114115,13
3,2,1,1,0.806,1,3,1.054195799,14
3,2,1,1,0.78,1,1,0.989764912,15
3,2,1,2,0.692,0,2,1.104711899,14
3,2,1,1,0.727,1,2,0.990297652,15
3,2,2,2,1,1,3,1.001241355,16
3,2,2,2,1,1,2,0.980896448,17
3,2,2,2,0.601,1,3,1.376265387,18
3,2,2,2,1,1,1,0.954755344,19
3,2,1,2,0.613,0,2,1.109942022,18
3,2,1,2,0.735,0,2,0.98949661,17
3,2,2,2,1,1,2,0.927603839,18
3,2,2,2,0.803,1,2,1.724462973,19
3,2,2,2,0.982,1,3,0.936245068,20
3,2,1,1,0.608,1,2,1.485912581,21
3,2,2,2,1,1,3,0.876159383,22
3,2,1,2,0.726,0,2,1.330856961,23
3,2,2,2,0.699,1,1,1.351121499,24
3,3,2,1,0.606,0,2,2.807764726,-1
3,3,1,2,0.806,0,1,2.365123461,0
3,3,1,2,0.501,0,3,7.239957371,1
3,3,1,1,0.903,1,2,1.586893897,2
3,3,1,1,0.595,1,2,1.244990318,1
3,3,2,2,1,1,2,1.227098956,2
3,3,2,2,1,1,2,1.405423762,3
3,3,1,1,1,1,3,0.855875019,4
3,3,1,1,0.69,1,2,1.182723446,5
3,3,2,1,0.81,0,2,1.265836677,6
3,3,2,2,1,1,3,1.186872498,7
3,3,1,1,0.79,1,2,1.365128382,8
3,3,2,2,0.525,1,1,1.991384175,9
3,3,2,2,0.589,1,1,1.792919092,10
3,3,2,2,0.738,1,3,1.468186258,11
3,3,2,1,0.702,0,2,1.307771895,10
3,3,2,2,1,1,3,0.976742706,11
3,3,1,2,0.518,0,1,1.338823138,12
3,3,2,2,0.689,1,2,1.392592183,13
3,3,1,1,0.868,1,3,2.425210091,14
3,3,2,2,0.912,1,3,1.362398442,15
3,3,1,2,0.722,0,1,1.670345746,14
3,3,2,2,0.596,1,3,1.394096395,15
3,3,2,2,0.6,1,2,1.318160146,16
3,3,1,1,0.681,1,1,1.652166093,17
3,3,2,2,0.706,1,3,1.987155037,18
3,3,2,1,0.692,0,1,1.395227081,17
3,3,2,1,0.593,0,1,1.542090963,16
3,3,1,1,0.785,1,1,1.858645099,17
3,3,1,2,0.696,0,1,1.738311033,16
3,3,2,2,0.796,1,3,1.63664988,17
3,3,1,1,0.692,1,1,1.677212708,18
3,3,1,1,0.814,1,3,1.267291245,19
3,3,2,2,0.801,1,2,1.267942845,20
3,3,2,1,0.596,0,3,1.27474948,19
3,3,2,2,0.717,1,3,1.56197619,20
3,3,1,1,0.602,1,3,1.773647987,21
3,3,1,2,0.596,0,1,1.015246908,20
3,3,1,1,0.693,1,3,1.416529237,21
3,3,2,2,0.691,1,1,1.244081937,22
4,1,1,2,0.501,0,3,4.025618514,-1
4,1,2,2,0.901,1,2,2.613751218,0
4,1,1,1,0.896,1,2,2.276662104,1
4,1,2,2,1,1,2,2.010637105,2
4,1,1,2,0.607,0,1,3.675729195,1
4,1,1,1,0.601,1,3,1.911770326,2
4,1,2,2,1,1,2,1.837506747,3
4,1,2,2,1,1,2,4.230584562,4
4,1,2,2,1,1,3,1.770858528,5
4,1,2,2,0.998,1,2,2.157233588,6
4,1,2,2,1,1,1,1.753375506,7
4,1,2,2,0.997,1,2,1.587639492,8
4,1,2,2,1,1,2,1.757394292,9
4,1,2,2,0.998,1,2,1.680394075,10
4,1,1,1,0.994,1,3,1.687190365,11
4,2,1,2,0.782,0,1,4.762429508,1
4,2,1,2,0.938,0,1,1.432607253,0
4,2,2,2,0.596,1,3,0.92073733,1
4,2,2,2,0.501,1,1,0.959146569,2
4,2,1,2,0.85,0,1,1.273954704,1
4,2,1,2,0.959,0,1,0.865506211,0
4,2,2,2,0.978,1,3,1.513160067,1
4,2,1,2,0.501,0,1,0.781165521,2
4,2,1,2,0.661,0,1,0.808449293,1
4,2,1,1,0.578,1,1,6.09088009,2
4,2,2,2,0.586,1,1,1.61172277,3
4,2,2,2,0.995,1,3,2.476727778,4
4,2,2,2,0.698,1,3,1.355301147,5
4,2,1,2,0.848,0,1,2.343010456,4
4,2,2,2,0.6,1,2,0.96944755,5
4,2,1,1,0.784,1,3,1.011850352,6
4,2,1,2,0.501,0,2,1.85505106,7
4,2,1,1,0.514,1,2,1.565878641,8
4,2,2,2,0.697,1,1,1.617634991,9
4,2,2,2,0.76,1,1,1.600589283,10
4,2,2,2,0.896,1,2,1.682825108,11
4,2,2,2,0.903,1,3,1.992526891,12
4,2,1,2,0.706,0,2,1.658756473,11
4,2,2,2,0.661,1,3,0.920544488,12
4,2,2,2,0.704,1,2,0.71119843,13
4,2,2,2,0.535,1,2,0.868087563,12
4,2,2,2,0.823,1,2,0.724019364,13
4,2,2,2,0.933,1,3,0.698037509,14
4,2,2,2,0.875,1,2,0.90357684,15
4,2,1,2,0.923,0,2,0.701286711,14
4,2,1,2,0.661,0,1,0.661368369,13
4,2,1,2,0.543,0,1,0.963885987,14
4,2,2,2,1,1,2,1.599603321,15
4,2,2,1,0.721,0,1,1.722933287,14
4,2,1,1,0.5,1,2,1.718161317,13
4,2,2,1,0.536,0,1,1.321432327,12
4,2,2,2,1,1,1,1.168439162,13
4,2,1,2,0.719,0,1,1.033645294,12
4,2,2,2,0.574,1,2,0.732707231,13
4,2,2,2,0.791,1,3,0.735936387,14
4,3,1,1,0.899,1,2,2.027909843,1
4,3,1,1,0.644,1,3,1.547047122,2
4,3,2,1,0.894,0,1,1.384558388,1
4,3,1,2,0.654,0,1,0.730538653,0
4,3,2,2,0.942,1,3,1.431760072,1
4,3,1,1,0.606,1,2,0.880635738,2
4,3,2,2,0.829,1,2,0.799608697,3
4,3,1,1,0.845,1,3,0.810375304,4
4,3,2,2,0.576,1,1,0.972801957,3
4,3,1,1,0.58,1,2,0.751800981,4
4,3,1,2,0.863,0,3,0.644146529,3
4,3,2,2,0.501,1,1,7.086025924,4
4,3,2,2,0.501,1,2,19.19050928,5
4,3,1,1,1,1,2,1.277040588,6
4,3,1,1,0.824,1,2,1.260691917,7
4,3,1,1,0.832,1,2,1.180133097,8
4,3,1,1,0.52,1,2,1.279055036,9
4,3,2,2,0.862,1,2,1.061548234,10
4,3,1,1,0.905,1,2,4.190264561,11
4,3,1,2,0.898,0,3,0.780961254,10
4,3,1,2,0.56,0,2,0.856345924,9
4,3,1,1,1,1,3,1.183954861,10
4,3,1,2,0.521,0,1,0.932273805,9
4,3,1,1,0.762,1,2,1.106585919,10
4,3,2,1,0.528,0,1,2.159078155,9
4,3,2,1,0.863,0,3,0.947757409,8
4,3,2,2,0.834,1,3,0.615442771,9
4,3,1,1,0.736,1,3,1.193624899,10
4,3,1,1,0.977,1,3,1.45836216,11
4,3,1,1,0.761,1,2,0.899945495,12
4,3,2,2,0.735,1,2,0.88143415,13
4,3,2,2,0.519,1,1,0.785229103,14
4,3,2,2,0.668,1,1,0.859914364,13
4,3,1,2,0.691,0,2,0.892140416,14
4,3,1,1,0.936,1,3,0.883880221,15
4,3,1,2,0.752,0,1,0.708363542,14
4,3,1,2,0.634,0,2,0.761640535,13
4,3,2,2,0.624,1,2,0.604742445,14
4,3,2,2,1,1,1,1.232425998,15
4,3,2,2,1,1,3,1.218218369,16
5,1,2,2,1,1,3,2.680763039,1
5,1,2,2,0.989,1,3,1.547793224,2
5,1,1,1,1,1,2,1.51052512,3
5,1,2,2,1,1,3,1.634977277,4
5,1,1,1,0.987,1,3,1.379832403,5
5,1,2,2,0.989,1,3,1.198493048,6
5,1,2,2,0.979,1,1,1.184398492,7
5,1,2,2,1,1,3,1.068062915,8
5,1,2,2,1,1,1,0.993566658,9
5,1,1,1,0.985,1,1,1.107217273,10
5,1,1,1,1,1,3,1.115858134,11
5,1,2,2,0.99,1,1,0.839077275,12
5,1,2,2,1,1,3,0.904664742,13
5,1,1,1,1,1,1,1.167766402,14
5,1,2,2,1,1,2,1.353035599,15
5,2,2,2,1,1,3,1.265345192,1
5,2,1,1,0.513,1,1,1.951998617,2
5,2,2,2,0.513,1,2,1.018798892,3
5,2,2,2,1,1,3,0.883287018,4
5,2,2,2,0.507,1,1,0.937867192,5
5,2,2,1,0.505,0,1,1.093635227,6
5,2,2,1,0.508,0,1,1.140877079,7
5,2,1,2,0.518,0,2,1.089127695,8
5,2,1,2,0.501,0,2,1.32549103,9
5,2,1,2,0.524,0,2,1.309747084,8
5,2,2,2,1,1,2,0.850151876,9
5,2,1,2,0.522,0,1,1.4906117,8
5,2,1,1,0.52,1,1,1.015940819,7
5,2,1,1,0.587,1,3,1.896860802,8
5,2,2,2,1,1,2,0.998641139,9
5,2,2,2,0.984,1,3,0.991793866,10
5,2,2,2,0.507,1,1,0.907475686,11
5,2,2,2,0.824,1,3,0.802479996,12
5,2,2,2,0.51,1,2,1.218697839,11
5,2,2,2,0.511,1,3,0.877454873,10
5,2,1,2,0.511,0,3,0.972681791,11
5,2,1,1,0.511,1,1,1.143392986,10
5,2,2,2,0.53,1,1,0.892629404,11
5,2,1,2,0.507,0,2,0.939242671,10
5,2,1,1,1,1,1,1.031212149,11
5,2,1,2,0.507,0,3,1.057451525,10
5,2,2,2,0.502,1,2,1.536235486,9
5,2,2,2,0.985,1,3,0.940959262,10
5,2,1,1,0.707,1,2,1.279936746,11
5,2,2,2,0.943,1,3,0.992300825,12
5,2,1,1,0.517,1,1,1.073972514,13
5,2,2,2,0.841,1,2,1.216391497,14
5,2,1,1,0.801,1,3,1.257502986,15
5,2,1,2,0.511,0,1,1.018042516,14
5,2,1,1,0.695,1,1,1.419696623,15
5,2,2,2,1,1,2,0.908070882,16
5,2,1,1,1,1,3,0.851238798,17
5,2,2,2,0.692,1,1,1.082507409,18
5,2,2,1,0.523,0,1,1.033813708,19
5,2,1,1,1,1,2,1.088763068,20
5,3,2,1,0.672,0,3,1.301978006,1
5,3,1,2,0.517,0,3,0.945748176,2
5,3,2,2,1,1,2,0.861620237,3
5,3,2,1,0.51,0,3,0.82894978,2
5,3,1,1,1,1,1,0.74281856,3
5,3,1,1,0.501,1,2,1.02758825,4
5,3,2,2,0.675,1,3,0.81309262,5
5,3,2,1,1,0,2,0.79991707,4
5,3,1,1,1,1,1,0.842783361,5
5,3,2,2,0.507,1,1,0.787944289,6
5,3,2,2,0.715,1,3,1.486956699,7
5,3,1,1,1,1,3,0.764221989,8
5,3,1,1,0.604,1,3,0.727629615,9
5,3,2,2,0.513,1,1,0.956946191,10
5,3,2,1,0.731,0,1,0.706408067,9
5,3,1,1,0.743,1,3,1.008629516,10
5,3,1,1,0.517,1,3,0.857413795,11
5,3,2,2,0.501,1,1,0.794603523,12
5,3,2,2,0.663,1,1,0.812983746,13
5,3,1,1,0.832,1,1,0.855388489,14
5,3,1,1,0.51,1,2,0.879139798,15
5,3,2,2,0.516,1,2,0.87134931,16
5,3,2,2,0.511,1,1,1.279327778,17
5,3,2,2,0.754,1,1,1.252646999,18
5,3,1,1,1,1,1,0.996751511,19
5,3,2,2,0.514,1,1,0.99111207,18
5,3,1,1,1,1,3,1.153497818,19
5,3,1,2,0.626,0,2,1.302982914,20
5,3,2,2,0.502,1,2,1.085039392,21
5,3,1,1,0.856,1,1,0.850814941,22
5,3,1,1,0.83,1,2,0.939587452,23
5,3,1,1,1,1,2,0.825023283,24
5,3,1,1,0.597,1,2,1.762180311,25
5,3,2,2,0.608,1,2,0.74996355,26
5,3,2,2,0.6,1,2,1.4813938,27
5,3,1,1,1,1,2,1.047393423,28
5,3,1,1,0.509,1,2,0.88859941,29
5,3,1,1,1,1,3,0.888357321,30
5,3,2,2,1,1,3,0.830838991,31
5,3,1,1,0.519,1,1,0.88056619,32
6,1,1,2,0.501,0,3,10.76752517,1
6,1,1,1,0.599,1,1,12.86930437,0
6,1,2,2,0.599,1,1,14.8393203,1
6,1,2,2,0.699,1,3,4.538402567,2
6,1,2,2,1,1,2,3.932231901,3
6,1,1,1,0.695,1,3,3.276767916,4
6,1,2,1,0.5,0,2,2.114722572,5
6,1,1,1,1,1,2,3.311767757,6
6,1,2,2,0.801,1,1,2.217039654,7
6,1,1,1,0.998,1,2,2.322192198,8
6,1,2,1,0.998,0,2,2.207079925,7
6,1,2,2,1,1,1,1.951317452,8
6,1,1,1,0.997,1,3,1.875355292,9
6,1,1,1,0.995,1,3,1.369555362,10
6,1,2,2,1,1,2,2.683844241,11
6,2,1,1,0.598,1,3,5.094691013,1
6,2,2,2,0.799,1,3,3.069604629,2
6,2,2,2,0.897,1,1,2.155065445,3
6,2,2,2,0.901,1,1,3.639099262,4
6,2,2,2,0.899,1,1,1.46161365,5
6,2,1,2,0.598,0,1,1.283867872,6
6,2,1,1,0.6,1,1,1.051526364,7
6,2,1,2,0.602,0,2,1.211875651,8
6,2,1,2,0.506,0,3,1.342633979,9
6,2,2,2,0.512,1,2,1.706747511,10
6,2,2,2,0.945,1,3,1.798457361,11
6,2,2,2,0.862,1,2,1.687679527,12
6,2,1,1,0.652,1,2,4.125912198,13
6,2,2,1,0.806,0,1,1.264709247,12
6,2,2,1,0.599,0,1,1.440208529,11
6,2,2,2,0.701,1,3,1.640309073,12
6,2,1,1,0.5,1,3,1.84792964,13
6,2,1,2,0.55,0,1,1.215413041,12
6,2,2,1,0.5,0,1,1.185705225,11
6,2,2,1,0.598,0,1,3.620169234,10
6,2,1,2,0.579,0,1,1.507388514,11
6,2,1,2,0.64,0,1,2.297007835,10
6,2,2,2,0.501,1,1,1.462210159,11
6,2,1,1,0.597,1,2,1.348671871,12
6,2,1,1,0.605,1,3,3.63469877,13
6,2,2,2,0.703,1,2,3.752886971,14
6,2,1,1,1,1,3,1.905666202,15
6,2,1,1,0.996,1,3,2.310558142,16
6,2,1,1,0.997,1,3,1.634406046,17
6,2,2,2,0.693,1,2,2.155647493,16
6,2,1,1,0.996,1,3,2.014593632,17
6,2,1,2,0.602,0,1,2.496013329,18
6,2,2,2,0.599,1,1,2.13933737,19
6,2,2,2,0.544,1,1,1.128062726,18
6,2,1,2,0.501,0,2,1.27838108,17
6,2,1,2,0.598,0,1,2.274716394,16
6,2,2,2,0.551,1,1,1.36257555,17
6,2,1,2,0.701,0,1,1.734750312,16
6,2,1,2,0.598,0,2,2.170904222,15
6,2,1,2,0.608,0,2,1.668702923,14
6,3,1,2,0.602,0,1,1.646579264,-1
6,3,1,2,0.6,0,2,1.315409646,-2
6,3,2,2,0.501,1,2,1.954577917,-1
6,3,1,2,0.602,0,2,2.508422135,-2
6,3,2,1,0.591,0,2,1.44769773,-3
6,3,2,1,0.588,0,2,1.98432793,-2
6,3,1,1,0.531,1,1,2.546103825,-1
6,3,2,1,0.521,0,3,1.261035547,-2
6,3,2,2,0.515,1,3,1.213406472,-1
6,3,1,2,0.606,0,3,1.254497743,-2
6,3,1,2,0.587,0,2,1.684191006,-3
6,3,2,2,0.601,1,1,2.860605956,-2
6,3,2,2,0.712,1,3,1.656497108,-1
6,3,1,2,0.552,0,2,1.024621708,-2
6,3,2,1,0.537,0,1,0.802333066,-3
6,3,2,2,0.611,1,2,1.035735806,-2
6,3,2,2,0.72,1,2,1.613134371,-3
6,3,2,2,0.574,1,2,1.173906351,-4
6,3,1,2,0.553,0,1,0.881325673,-5
6,3,1,2,0.563,0,1,0.888191253,-4
6,3,2,2,0.598,1,3,0.718203792,-3
6,3,2,2,0.767,1,1,0.930923111,-2
6,3,1,2,0.562,0,3,0.705402488,-1
6,3,2,2,0.62,1,3,1.055867455,0
6,3,1,1,0.917,1,3,1.374408133,1
6,3,2,2,0.542,1,1,1.538300131,2
6,3,2,2,0.509,1,2,2.333819036,3
6,3,1,2,0.538,0,1,1.792604405,4
6,3,1,1,0.6,1,3,1.78647293,5
6,3,2,2,0.574,1,1,1.068795455,4
6,3,2,2,0.548,1,2,0.842961751,5
6,3,1,1,0.574,1,2,0.820383013,6
6,3,1,2,0.629,0,3,0.838088422,5
6,3,1,1,0.557,1,2,0.782275821,6
6,3,1,2,0.58,0,1,0.554366482,5
6,3,1,1,0.538,1,3,0.678800018,4
6,3,2,2,0.565,1,3,0.702208683,5
6,3,2,2,0.505,1,1,1.268049873,6
6,3,2,1,0.527,0,2,0.754916931,5
6,3,2,2,0.601,1,3,3.046637693,6
7,1,2,2,0.801,1,3,6.855219777,1
7,1,1,1,0.797,1,2,2.479307537,2
7,1,1,1,0.898,1,1,2.883196848,3
7,1,1,1,0.9,1,1,2.433017362,4
7,1,1,1,0.901,1,1,1.793619149,5
7,1,2,2,0.904,1,2,1.994530123,6
7,1,2,2,0.804,1,1,1.925644638,7
7,1,2,2,0.807,1,3,2.186146469,8
7,1,1,1,0.997,1,1,1.418592121,9
7,1,1,1,0.993,1,3,1.565274206,10
7,1,2,2,1,1,1,1.896786008,11
7,1,1,1,0.995,1,1,2.013528618,12
7,1,1,1,0.995,1,3,1.342060139,13
7,1,2,2,0.906,1,3,1.723180684,14
7,1,1,1,0.896,1,3,1.693933447,15
7,2,1,1,0.755,1,3,1.35352651,1
7,2,1,1,0.76,1,3,1.00960115,2
7,2,2,1,0.637,0,2,1.092803839,1
7,2,1,1,0.55,1,1,1.362644868,2
7,2,2,1,0.638,0,1,0.918440854,3
7,2,1,1,0.582,1,1,1.228419431,2
7,2,1,1,0.788,1,3,1.605491698,3
7,2,2,2,0.639,1,1,1.622786014,2
7,2,1,1,0.653,1,1,0.872304825,3
7,2,1,2,0.569,0,2,1.079069704,2
7,2,2,2,0.556,1,2,0.9181776,3
7,2,2,1,0.654,0,2,0.900312915,2
7,2,2,2,0.642,1,2,1.114309808,3
7,2,1,1,0.557,1,1,1.104362926,2
7,2,2,2,0.636,1,2,0.982693495,3
7,2,2,1,0.609,0,1,1.299090494,2
7,2,2,1,0.555,0,1,0.951948381,1
7,2,1,1,0.615,1,2,1.781589778,0
7,2,1,1,0.693,1,3,1.07976386,1
7,2,1,1,0.568,1,2,0.893807948,2
7,2,2,2,0.597,1,3,0.941260371,3
7,2,2,2,0.54,1,2,0.866730029,4
7,2,2,2,0.619,1,2,0.945304012,5
7,2,1,1,0.67,1,2,0.742577847,6
7,2,2,2,0.568,1,1,0.875838124,7
7,2,2,1,0.653,0,1,0.75475168,6
7,2,2,1,0.55,0,1,0.990625308,7
7,2,1,1,0.585,1,2,1.235212594,8
7,2,2,2,0.661,1,3,0.700574097,9
7,2,2,1,0.606,0,1,0.946897431,8
7,2,2,2,0.616,1,2,0.775036896,9
7,2,1,1,0.625,1,1,0.739553177,10
7,2,1,1,0.587,1,3,0.695274331,11
7,2,1,1,0.602,1,2,1.605686585,12
7,2,2,1,0.603,0,1,1.511136657,13
7,2,1,1,0.658,1,3,1.220782491,14
7,2,2,1,0.665,0,1,1.5672876,13
7,2,2,1,0.6,0,1,1.264944071,14
7,2,1,2,0.593,0,3,0.994248749,13
7,2,2,2,0.656,1,1,0.900136256,12
7,3,2,2,0.791,1,2,1.64868028,1
7,3,2,2,0.642,1,2,0.998562181,2
7,3,1,2,0.591,0,2,1.121551909,1
7,3,1,1,0.666,1,1,0.926837245,2
7,3,1,1,0.694,1,1,1.148803858,3
7,3,2,2,0.633,1,2,0.896076233,2
7,3,1,1,0.542,1,2,1.135703205,3
7,3,2,2,0.691,1,1,1.035949456,4
7,3,1,1,0.62,1,2,1.347128175,5
7,3,2,1,0.724,0,2,1.015885135,4
7,3,1,1,0.707,1,3,1.049665087,5
7,3,2,1,0.539,0,2,0.955378492,4
7,3,1,1,0.66,1,2,1.223079372,5
7,3,1,1,0.629,1,1,1.008022204,6
7,3,1,1,0.673,1,3,0.801202856,7
7,3,2,2,0.596,1,2,0.781627223,8
7,3,2,1,0.545,0,2,1.017164534,9
7,3,2,1,0.614,0,1,1.08265176,8
7,3,1,1,0.636,1,1,0.985318019,9
7,3,1,1,0.577,1,2,1.084029482,10
7,3,2,1,0.746,0,1,0.859190084,9
7,3,2,2,0.647,1,3,1.068675995,10
7,3,1,1,0.576,1,1,0.794679403,11
7,3,1,1,0.613,1,2,0.773085402,12
7,3,1,1,0.566,1,2,0.737163155,13
7,3,2,2,0.635,1,3,0.814964495,14
7,3,1,1,0.592,1,2,0.736589365,15
7,3,1,1,0.607,1,2,1.349337011,16
7,3,1,1,0.554,1,1,0.842096272,17
7,3,1,1,0.645,1,1,1.019153364,18
7,3,1,1,0.558,1,3,0.874503911,19
7,3,1,2,0.603,0,2,0.7631268,20
7,3,2,1,0.572,0,1,1.279584898,21
7,3,2,1,0.578,0,3,1.031267583,22
7,3,2,1,0.52,0,3,0.896531975,21
7,3,2,2,0.626,1,3,0.790860433,22
7,3,1,2,0.59,0,1,0.921988719,23
7,3,2,1,0.564,0,1,1.039014902,22
7,3,1,1,0.702,1,2,0.887495132,23
7,3,1,1,0.557,1,1,0.941014536,24
8,1,1,2,0.505,0,3,4.804800424,-1
8,1,1,2,0.501,0,3,9.814742903,-2
8,1,2,2,1,1,1,2.51125075,-1
8,1,2,2,1,1,3,1.731378919,0
8,1,1,1,0.599,1,1,1.528039163,1
8,1,2,2,0.995,1,3,1.795974615,2
8,1,2,2,1,1,1,1.616106336,3
8,1,2,2,0.998,1,2,1.662904862,4
8,1,1,1,0.993,1,1,1.487214116,5
8,1,2,2,0.999,1,3,1.219766336,6
8,1,2,2,1,1,2,1.644345333,7
8,1,1,1,1,1,2,1.060842274,8
8,1,2,2,0.993,1,1,1.220939601,9
8,1,2,2,0.997,1,1,1.285404725,10
8,1,1,1,1,1,3,1.005655968,11
8,2,1,1,0.994,1,2,1.679447103,1
8,2,2,2,0.616,1,1,1.179592545,0
8,2,1,2,0.501,0,1,1.09493086,-1
8,2,1,1,0.999,1,2,1.269247949,0
8,2,1,1,1,1,2,1.315670019,1
8,2,2,2,0.585,1,3,1.082045964,2
8,2,2,1,0.624,0,1,1.870155386,3
8,2,2,2,0.501,1,2,0.78978354,4
8,2,1,2,0.501,0,1,1.144564594,5
8,2,1,1,1,1,2,1.059848632,6
8,2,2,2,1,1,3,1.246111897,7
8,2,1,1,1,1,1,1.052694504,8
8,2,1,1,1,1,1,0.965376437,9
8,2,1,1,1,1,1,0.985160408,10
8,2,1,1,1,1,1,1.188021733,11
8,2,2,2,0.576,1,3,1.341092087,12
8,2,1,1,0.634,1,2,1.57766103,13
